"","gene_id","gene_name","entrezid","gene_biotype","gene_seq_start","gene_seq_end","seq_name","seq_strand","seq_coord_system","symbol","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000082482","ENSG00000082482","KCNK2",NA,"protein_coding",215179118,215410436,"1",1,NA,"KCNK2",48,18,45,16,64,69,62,42
"ENSG00000082497","ENSG00000082497","SERTAD4",NA,"protein_coding",210406144,210419976,"1",1,NA,"SERTAD4",13,5,7,2,27,20,13,7
"ENSG00000082512","ENSG00000082512","TRAF5",NA,"protein_coding",211499957,211548288,"1",1,NA,"TRAF5",365,449,492,334,407,807,413,398
"ENSG00000082515","ENSG00000082515","MRPL22",NA,"protein_coding",154320630,154348971,"5",1,NA,"MRPL22",247,233,253,174,248,290,195,167
"ENSG00000082516","ENSG00000082516","GEMIN5",NA,"protein_coding",154266976,154317769,"5",-1,NA,"GEMIN5",437,432,434,344,544,702,402,434
"ENSG00000082556","ENSG00000082556","OPRK1",NA,"protein_coding",54138284,54164257,"8",-1,NA,"OPRK1",0,0,0,0,0,0,1,0
"ENSG00000082641","ENSG00000082641","NFE2L1",NA,"protein_coding",46125691,46138849,"17",1,NA,"NFE2L1",8455,8661,12405,8512,10763,13893,8829,12128
"ENSG00000082684","ENSG00000082684","SEMA5B",NA,"protein_coding",122628041,122747452,"3",-1,NA,"SEMA5B",0,0,1,1,1,0,0,0
"ENSG00000082701","ENSG00000082701","GSK3B",NA,"protein_coding",119540170,119813264,"3",-1,NA,"GSK3B",1443,1172,1636,983,1781,2118,1326,1358
"ENSG00000082781","ENSG00000082781","ITGB5",NA,"protein_coding",124480795,124620265,"3",-1,NA,"ITGB5",6702,5470,8600,4647,8420,11279,6235,7014
"ENSG00000082805","ENSG00000082805","ERC1",NA,"protein_coding",1099675,1605099,"12",1,NA,"ERC1",2521,2079,1984,1206,2289,2858,1892,2126
"ENSG00000082898","ENSG00000082898","XPO1",NA,"protein_coding",61704984,61765761,"2",-1,NA,"XPO1",2525,2176,2882,1462,3190,3344,2293,2007
"ENSG00000082929","ENSG00000082929","C4orf6",NA,"protein_coding",5526296,5529528,"4",1,NA,"C4orf6",1,1,1,1,0,3,3,2
"ENSG00000082996","ENSG00000082996","RNF13",NA,"protein_coding",149530495,149679926,"3",1,NA,"RNF13",871,874,922,816,939,1251,766,986
"ENSG00000083067","ENSG00000083067","TRPM3",NA,"protein_coding",73143979,74061820,"9",-1,NA,"TRPM3",6,15,19,10,39,18,8,4
"ENSG00000083093","ENSG00000083093","PALB2",NA,"protein_coding",23614488,23652631,"16",-1,NA,"PALB2",199,139,232,109,259,271,200,175
"ENSG00000083097","ENSG00000083097","DOPEY1",NA,"protein_coding",83777385,83881069,"6",1,NA,"DOPEY1",535,316,641,189,674,523,524,409
"ENSG00000083099","ENSG00000083099","LYRM2",NA,"protein_coding",90277863,90348472,"6",-1,NA,"LYRM2",512,399,675,345,648,651,500,405
"ENSG00000083123","ENSG00000083123","BCKDHB",NA,"protein_coding",80816364,81055987,"6",1,NA,"BCKDHB",346,324,373,322,282,477,329,319
"ENSG00000083168","ENSG00000083168","KAT6A",NA,"protein_coding",41786997,41909508,"8",-1,NA,"KAT6A",1428,1080,1576,671,1639,1658,1252,1256
"ENSG00000083223","ENSG00000083223","ZCCHC6",NA,"protein_coding",88902648,88969369,"9",-1,NA,"ZCCHC6",819,1341,1050,1553,1236,2745,922,2246
"ENSG00000083290","ENSG00000083290","ULK2",NA,"protein_coding",19674142,19771249,"17",-1,NA,"ULK2",842,1674,1152,1592,1048,1919,952,2685
"ENSG00000083307","ENSG00000083307","GRHL2",NA,"protein_coding",102504660,102681954,"8",1,NA,"GRHL2",0,0,0,0,0,0,0,0
"ENSG00000083312","ENSG00000083312","TNPO1",NA,"protein_coding",72112139,72212560,"5",1,NA,"TNPO1",4353,3748,4738,3184,5781,7458,4381,5006
"ENSG00000083444","ENSG00000083444","PLOD1",NA,"protein_coding",11994262,12035595,"1",1,NA,"PLOD1",6546,4382,8088,4250,7100,9509,6142,5752
"ENSG00000083454","ENSG00000083454","P2RX5",NA,"protein_coding",3575493,3599698,"17",-1,NA,"P2RX5",3,5,7,7,6,6,4,7
"ENSG00000083457","ENSG00000083457","ITGAE",NA,"protein_coding",3617922,3704537,"17",-1,NA,"ITGAE",264,277,258,211,215,371,247,250
"ENSG00000083520","ENSG00000083520","DIS3",NA,"protein_coding",73329540,73356234,"13",-1,NA,"DIS3",886,927,1161,762,1132,1700,770,1078
"ENSG00000083535","ENSG00000083535","PIBF1",NA,"protein_coding",73356197,73590591,"13",1,NA,"PIBF1",315,262,382,246,396,538,284,318
"ENSG00000083544","ENSG00000083544","TDRD3",NA,"protein_coding",60970591,61148012,"13",1,NA,"TDRD3",274,202,271,163,313,283,196,206
"ENSG00000083622","ENSG00000083622","AC000111.6",NA,"antisense",117244845,117287469,"7",-1,NA,"AC000111.6",0,0,0,0,0,0,0,0
"ENSG00000083635","ENSG00000083635","NUFIP1",NA,"protein_coding",45513384,45563618,"13",-1,NA,"NUFIP1",116,98,155,78,141,187,99,74
"ENSG00000083642","ENSG00000083642","PDS5B",NA,"protein_coding",33160564,33352157,"13",1,NA,"PDS5B",911,709,1100,537,1098,1108,845,800
"ENSG00000083720","ENSG00000083720","OXCT1",NA,"protein_coding",41730167,41870621,"5",-1,NA,"OXCT1",615,811,911,934,819,1403,581,1031
"ENSG00000083750","ENSG00000083750","RRAGB",NA,"protein_coding",55744172,55785207,"X",1,NA,"RRAGB",438,415,498,372,569,578,440,527
"ENSG00000083782","ENSG00000083782","EPYC",NA,"protein_coding",91357456,91398803,"12",-1,NA,"EPYC",3,0,0,0,4,0,0,1
"ENSG00000083799","ENSG00000083799","CYLD",NA,"protein_coding",50775961,50835846,"16",1,NA,"CYLD",1179,863,1445,751,1393,1278,1025,1038
"ENSG00000083807","ENSG00000083807","SLC27A5",NA,"protein_coding",58990879,59023780,"19",-1,NA,"SLC27A5",69,72,86,26,77,73,68,62
"ENSG00000083812","ENSG00000083812","ZNF324",NA,"protein_coding",58978423,58984945,"19",1,NA,"ZNF324",210,171,232,115,221,216,201,189
"ENSG00000083814","ENSG00000083814","ZNF671",NA,"protein_coding",58231119,58238992,"19",-1,NA,"ZNF671",128,98,236,96,231,224,136,138
"ENSG00000083817","ENSG00000083817","ZNF416",NA,"protein_coding",58082934,58090295,"19",-1,NA,"ZNF416",91,69,130,62,152,123,88,69
"ENSG00000083828","ENSG00000083828","ZNF586",NA,"protein_coding",58281023,58331307,"19",1,NA,"ZNF586",74,39,56,34,63,73,54,53
"ENSG00000083838","ENSG00000083838","ZNF446",NA,"protein_coding",58985384,58992597,"19",1,NA,"ZNF446",138,98,143,88,146,154,124,122
"ENSG00000083842","ENSG00000083842","ZNF8",NA,"protein_coding",58790317,58807254,"19",1,NA,"ZNF8",0,0,0,0,0,0,0,0
"ENSG00000083844","ENSG00000083844","ZNF264",NA,"protein_coding",57702868,57724724,"19",1,NA,"ZNF264",113,89,116,62,125,166,98,122
"ENSG00000083845","ENSG00000083845","RPS5",NA,"protein_coding",58897767,58906173,"19",1,NA,"RPS5",10279,9963,10268,4659,8786,10405,6806,6951
"ENSG00000083857","ENSG00000083857","FAT1",NA,"protein_coding",187508937,187647876,"4",-1,NA,"FAT1",8903,4948,10238,3860,12799,18132,6258,5516
"ENSG00000083896","ENSG00000083896","YTHDC1",NA,"protein_coding",69176105,69215807,"4",-1,NA,"YTHDC1",1172,931,1391,781,1496,1684,1152,1093
"ENSG00000083937","ENSG00000083937","CHMP2B",NA,"protein_coding",87276421,87304698,"3",1,NA,"CHMP2B",653,649,926,631,978,1042,768,870
"ENSG00000084070","ENSG00000084070","SMAP2",NA,"protein_coding",40810522,40888998,"1",1,NA,"SMAP2",534,464,449,250,729,644,439,460
"ENSG00000084072","ENSG00000084072","PPIE",NA,"protein_coding",40157854,40229586,"1",1,NA,"PPIE",475,415,680,377,559,684,496,470
"ENSG00000084073","ENSG00000084073","ZMPSTE24",NA,"protein_coding",40723779,40759856,"1",1,NA,"ZMPSTE24",1829,1758,2131,1475,1894,2523,1659,1724
"ENSG00000084090","ENSG00000084090","STARD7",NA,"protein_coding",96850597,96874563,"2",-1,NA,"STARD7",1875,3496,2549,4602,2959,6611,1801,4647
"ENSG00000084092","ENSG00000084092","NOA1",NA,"protein_coding",57829536,57844989,"4",-1,NA,"NOA1",622,483,601,318,706,608,501,566
"ENSG00000084093","ENSG00000084093","REST",NA,"protein_coding",57774075,57802010,"4",1,NA,"REST",866,731,1050,710,1002,1357,827,946
"ENSG00000084110","ENSG00000084110","HAL",NA,"protein_coding",96366440,96390143,"12",-1,NA,"HAL",0,5,3,2,0,2,1,0
"ENSG00000084112","ENSG00000084112","SSH1",NA,"protein_coding",109176466,109251366,"12",-1,NA,"SSH1",2396,2149,3119,1588,2830,4563,2326,2462
"ENSG00000084207","ENSG00000084207","GSTP1",NA,"protein_coding",67351066,67354131,"11",1,NA,"GSTP1",4175,3581,4232,1976,3864,4633,2841,2872
"ENSG00000084234","ENSG00000084234","APLP2",NA,"protein_coding",129939732,130014699,"11",1,NA,"APLP2",20223,19044,30837,19112,33614,38031,23865,27340
"ENSG00000084444","ENSG00000084444","KIAA1467",NA,"protein_coding",13197218,13295455,"12",1,NA,"KIAA1467",248,247,245,219,221,390,191,335
"ENSG00000084453","ENSG00000084453","SLCO1A2",NA,"protein_coding",21417534,21572528,"12",-1,NA,"SLCO1A2",0,0,0,0,1,0,0,0
"ENSG00000084463","ENSG00000084463","WBP11",NA,"protein_coding",14939410,14956474,"12",-1,NA,"WBP11",1148,961,1449,916,1521,1517,1082,1245
"ENSG00000084623","ENSG00000084623","EIF3I",NA,"protein_coding",32687529,32697205,"1",1,NA,"EIF3I",3017,2673,3081,1758,2962,3634,2201,2197
"ENSG00000084628","ENSG00000084628","NKAIN1",NA,"protein_coding",31652592,31712401,"1",-1,NA,"NKAIN1",4,2,6,1,2,7,1,4
"ENSG00000084636","ENSG00000084636","COL16A1",NA,"protein_coding",32117848,32169920,"1",-1,NA,"COL16A1",4629,2801,3276,1061,3732,3509,3637,2478
"ENSG00000084652","ENSG00000084652","TXLNA",NA,"protein_coding",32645287,32663886,"1",1,NA,"TXLNA",3050,3554,3999,2870,4399,7193,2854,3946
"ENSG00000084674","ENSG00000084674","APOB",NA,"protein_coding",21224301,21266945,"2",-1,NA,"APOB",69,155,267,283,30,375,125,282
"ENSG00000084676","ENSG00000084676","NCOA1",NA,"protein_coding",24714783,24993571,"2",1,NA,"NCOA1",1302,1116,1326,827,1379,1255,1145,1259
"ENSG00000084693","ENSG00000084693","AGBL5",NA,"protein_coding",27265232,27293490,"2",1,NA,"AGBL5",620,429,629,371,812,748,490,523
"ENSG00000084710","ENSG00000084710","EFR3B",NA,"protein_coding",25264999,25378243,"2",1,NA,"EFR3B",20,3,14,0,15,3,26,5
"ENSG00000084731","ENSG00000084731","KIF3C",NA,"protein_coding",26149471,26205618,"2",-1,NA,"KIF3C",765,582,751,416,699,817,629,716
"ENSG00000084733","ENSG00000084733","RAB10",NA,"protein_coding",26256976,26360323,"2",1,NA,"RAB10",2707,2235,2837,1760,2823,3551,2173,2031
"ENSG00000084734","ENSG00000084734","GCKR",NA,"protein_coding",27719709,27746554,"2",1,NA,"GCKR",5,8,5,1,3,5,6,3
"ENSG00000084754","ENSG00000084754","HADHA",NA,"protein_coding",26413504,26467594,"2",-1,NA,"HADHA",4207,4515,5254,3499,5311,6277,3921,5060
"ENSG00000084764","ENSG00000084764","MAPRE3",NA,"protein_coding",27193480,27250064,"2",1,NA,"MAPRE3",449,228,458,161,456,278,318,222
"ENSG00000084774","ENSG00000084774","CAD",NA,"protein_coding",27440258,27466811,"2",1,NA,"CAD",1077,1261,1109,666,1114,1866,902,934
"ENSG00000085063","ENSG00000085063","CD59",NA,"protein_coding",33719807,33757991,"11",-1,NA,"CD59",9584,8822,12261,8087,13513,15577,10454,11510
"ENSG00000085117","ENSG00000085117","CD82",NA,"protein_coding",44585977,44641913,"11",1,NA,"CD82",1061,3349,1281,1275,1840,4531,772,1782
"ENSG00000085185","ENSG00000085185","BCORL1",NA,"protein_coding",129115083,129192058,"X",1,NA,"BCORL1",479,510,496,312,483,421,386,436
"ENSG00000085224","ENSG00000085224","ATRX",NA,"protein_coding",76760356,77041702,"X",-1,NA,"ATRX",2907,2178,3727,1779,4052,4031,3184,2859
"ENSG00000085231","ENSG00000085231","TAF9",NA,"protein_coding",68646811,68665840,"5",-1,NA,"TAF9",566,689,774,561,965,1204,525,671
"ENSG00000085265","ENSG00000085265","FCN1",NA,"protein_coding",137801431,137809809,"9",-1,NA,"FCN1",0,0,0,0,0,0,0,0
"ENSG00000085274","ENSG00000085274","MYNN",NA,"protein_coding",169490619,169507504,"3",1,NA,"MYNN",276,228,318,148,295,305,249,236
"ENSG00000085276","ENSG00000085276","MECOM",NA,"protein_coding",168801287,169381406,"3",-1,NA,"MECOM",1290,1084,1733,976,1544,1676,1345,1284
"ENSG00000085365","ENSG00000085365","SCAMP1",NA,"protein_coding",77656339,77776562,"5",1,NA,"SCAMP1",1141,853,1255,779,1230,1337,1118,1020
"ENSG00000085377","ENSG00000085377","PREP",NA,"protein_coding",105725440,105850959,"6",-1,NA,"PREP",512,672,585,507,570,986,450,611
"ENSG00000085382","ENSG00000085382","HACE1",NA,"protein_coding",105175968,105307794,"6",-1,NA,"HACE1",363,264,330,221,395,404,328,275
"ENSG00000085415","ENSG00000085415","SEH1L",NA,"protein_coding",12947132,12987535,"18",1,NA,"SEH1L",257,348,291,257,263,617,271,378
"ENSG00000085433","ENSG00000085433","WDR47",NA,"protein_coding",109512836,109584850,"1",-1,NA,"WDR47",576,564,596,418,597,682,487,565
"ENSG00000085449","ENSG00000085449","WDFY1",NA,"protein_coding",224720433,224810104,"2",-1,NA,"WDFY1",1640,1569,2343,1214,1931,2812,1596,1505
"ENSG00000085465","ENSG00000085465","OVGP1",NA,"protein_coding",111956936,111970399,"1",-1,NA,"OVGP1",37,66,51,40,60,86,42,46
"ENSG00000085491","ENSG00000085491","SLC25A24",NA,"protein_coding",108676658,108743471,"1",-1,NA,"SLC25A24",830,765,819,642,924,1244,727,872
"ENSG00000085511","ENSG00000085511","MAP3K4",NA,"protein_coding",161412759,161538417,"6",1,NA,"MAP3K4",1009,666,768,335,1349,966,697,460
"ENSG00000085514","ENSG00000085514","PILRA",NA,"protein_coding",99965153,99997719,"7",1,NA,"PILRA",10,22,52,37,36,45,38,45
"ENSG00000085552","ENSG00000085552","IGSF9",NA,"protein_coding",159896829,159915386,"1",-1,NA,"IGSF9",8,0,3,1,6,0,2,0
"ENSG00000085563","ENSG00000085563","ABCB1",NA,"protein_coding",87133175,87342611,"7",-1,NA,"ABCB1",92,44,181,76,131,107,121,57
"ENSG00000085644","ENSG00000085644","ZNF213",NA,"protein_coding",3179778,3192806,"16",1,NA,"ZNF213",383,294,356,136,400,459,339,262
"ENSG00000085662","ENSG00000085662","AKR1B1",NA,"protein_coding",134127102,134144036,"7",-1,NA,"AKR1B1",2339,1698,2837,1139,5913,4209,1803,1558
"ENSG00000085719","ENSG00000085719","CPNE3",NA,"protein_coding",87497059,87573726,"8",1,NA,"CPNE3",2382,2606,2473,2056,2860,4566,2290,3077
"ENSG00000085721","ENSG00000085721","RRN3",NA,"protein_coding",15153879,15188174,"16",-1,NA,"RRN3",647,669,770,573,940,1236,598,699
"ENSG00000085733","ENSG00000085733","CTTN",NA,"protein_coding",70244510,70282690,"11",1,NA,"CTTN",9594,8468,10990,6521,11654,14671,8302,8466
"ENSG00000085741","ENSG00000085741","WNT11",NA,"protein_coding",75897369,75921780,"11",-1,NA,"WNT11",1,2,9,2,6,7,4,2
"ENSG00000085760","ENSG00000085760","MTIF2",NA,"protein_coding",55463731,55496483,"2",-1,NA,"MTIF2",515,450,640,370,639,732,465,525
"ENSG00000085788","ENSG00000085788","DDHD2",NA,"protein_coding",38082736,38133076,"8",1,NA,"DDHD2",944,802,1441,844,1135,1483,1093,1343
"ENSG00000085831","ENSG00000085831","TTC39A",NA,"protein_coding",51752930,51810788,"1",-1,NA,"TTC39A",4,8,16,6,19,12,8,3
"ENSG00000085832","ENSG00000085832","EPS15",NA,"protein_coding",51819935,51985000,"1",-1,NA,"EPS15",1888,1857,2388,1699,2117,2418,1856,2151
"ENSG00000085840","ENSG00000085840","ORC1",NA,"protein_coding",52838501,52870131,"1",-1,NA,"ORC1",7,9,7,4,11,12,12,5
"ENSG00000085871","ENSG00000085871","MGST2",NA,"protein_coding",140586922,140661899,"4",1,NA,"MGST2",125,87,169,89,178,219,105,91
"ENSG00000085872","ENSG00000085872","CHERP",NA,"protein_coding",16628700,16653341,"19",-1,NA,"CHERP",491,423,506,299,566,672,426,413
"ENSG00000085978","ENSG00000085978","ATG16L1",NA,"protein_coding",234118697,234204320,"2",1,NA,"ATG16L1",473,537,607,425,687,943,447,552
"ENSG00000085982","ENSG00000085982","USP40",NA,"protein_coding",234384166,234475428,"2",-1,NA,"USP40",1323,959,1383,641,1288,1201,1190,1012
"ENSG00000085998","ENSG00000085998","POMGNT1",NA,"protein_coding",46654354,46685977,"1",-1,NA,"POMGNT1",949,1000,1326,824,1432,1700,782,951
"ENSG00000085999","ENSG00000085999","RAD54L",NA,"protein_coding",46713360,46744145,"1",1,NA,"RAD54L",21,11,15,9,15,13,11,8
"ENSG00000086015","ENSG00000086015","MAST2",NA,"protein_coding",46252659,46501796,"1",1,NA,"MAST2",1838,1325,2592,1080,2346,2097,1830,1605
"ENSG00000086061","ENSG00000086061","DNAJA1",NA,"protein_coding",33025209,33039905,"9",1,NA,"DNAJA1",3832,3391,4703,2217,5243,4119,3621,2974
"ENSG00000086062","ENSG00000086062","B4GALT1",NA,"protein_coding",33104080,33167354,"9",-1,NA,"B4GALT1",3675,2405,5139,1639,4519,3512,2967,2135
"ENSG00000086065","ENSG00000086065","CHMP5",NA,"protein_coding",33264940,33281977,"9",1,NA,"CHMP5",1247,1100,1602,1017,1775,1866,1118,1263
"ENSG00000086102","ENSG00000086102","NFX1",NA,"protein_coding",33290509,33371155,"9",1,NA,"NFX1",1174,864,1376,601,1483,1353,1265,1001
"ENSG00000086159","ENSG00000086159","AQP6",NA,"protein_coding",50360977,50370922,"12",1,NA,"AQP6",0,3,2,1,0,0,1,2
"ENSG00000086189","ENSG00000086189","DIMT1",NA,"protein_coding",61683081,61699766,"5",-1,NA,"DIMT1",517,538,477,331,563,767,422,488
"ENSG00000086200","ENSG00000086200","IPO11",NA,"protein_coding",61699799,61924409,"5",1,NA,"IPO11",472,377,553,283,503,661,384,400
"ENSG00000086205","ENSG00000086205","FOLH1",NA,"protein_coding",49168187,49230222,"11",-1,NA,"FOLH1",0,1,1,1,0,0,1,2
"ENSG00000086232","ENSG00000086232","EIF2AK1",NA,"protein_coding",6061881,6098861,"7",-1,NA,"EIF2AK1",1970,1829,2370,1438,2463,3006,1721,1888
"ENSG00000086288","ENSG00000086288","NME8",NA,"protein_coding",37888199,37940003,"7",1,NA,"NME8",0,0,0,0,0,0,0,0
"ENSG00000086289","ENSG00000086289","EPDR1",NA,"protein_coding",37723446,37991543,"7",1,NA,"EPDR1",766,774,1984,1266,1003,1272,848,1037
"ENSG00000086300","ENSG00000086300","SNX10",NA,"protein_coding",26331541,26413949,"7",1,NA,"SNX10",2,1,4,1,2,0,6,3
"ENSG00000086475","ENSG00000086475","SEPHS1",NA,"protein_coding",13359424,13390297,"10",-1,NA,"SEPHS1",832,755,959,492,1036,1080,729,649
"ENSG00000086504","ENSG00000086504","MRPL28",NA,"protein_coding",417384,420527,"16",-1,NA,"MRPL28",622,485,744,339,721,890,500,473
"ENSG00000086506","ENSG00000086506","HBQ1",NA,"protein_coding",230452,231180,"16",1,NA,"HBQ1",0,0,1,1,1,0,2,0
"ENSG00000086544","ENSG00000086544","ITPKC",NA,"protein_coding",41223008,41246765,"19",1,NA,"ITPKC",691,1192,761,763,931,852,516,1073
"ENSG00000086548","ENSG00000086548","CEACAM6",NA,"protein_coding",42254885,42276113,"19",1,NA,"CEACAM6",0,0,0,0,0,0,0,0
"ENSG00000086570","ENSG00000086570","FAT2",NA,"protein_coding",150883654,150948505,"5",-1,NA,"FAT2",15,13,24,13,12,16,6,16
"ENSG00000086589","ENSG00000086589","RBM22",NA,"protein_coding",150070356,150080669,"5",-1,NA,"RBM22",588,480,590,320,610,663,461,483
"ENSG00000086598","ENSG00000086598","TMED2",NA,"protein_coding",124069078,124083116,"12",1,NA,"TMED2",4160,3893,5528,3512,4827,6429,3604,3696
"ENSG00000086619","ENSG00000086619","ERO1LB",NA,"protein_coding",236378855,236445319,"1",-1,NA,"ERO1LB",140,143,108,96,122,186,122,159
"ENSG00000086666","ENSG00000086666","ZFAND6",NA,"protein_coding",80351910,80430735,"15",1,NA,"ZFAND6",1071,928,1172,717,1264,1362,945,980
"ENSG00000086696","ENSG00000086696","HSD17B2",NA,"protein_coding",82068609,82132139,"16",1,NA,"HSD17B2",23,33,14,0,18,14,10,4
"ENSG00000086712","ENSG00000086712","TXLNG",NA,"protein_coding",16804550,16862642,"X",1,NA,"TXLNG",474,508,527,346,675,583,668,652
"ENSG00000086717","ENSG00000086717","PPEF1",NA,"protein_coding",18694029,18846039,"X",1,NA,"PPEF1",1,2,0,2,0,3,0,3
"ENSG00000086730","ENSG00000086730","LAT2",NA,"protein_coding",73613982,73644161,"7",1,NA,"LAT2",9,6,10,9,9,15,6,3
"ENSG00000086758","ENSG00000086758","HUWE1",NA,"protein_coding",53559057,53713673,"X",-1,NA,"HUWE1",8409,7049,10165,4981,9903,12374,7376,8137
"ENSG00000086827","ENSG00000086827","ZW10",NA,"protein_coding",113603909,113644533,"11",-1,NA,"ZW10",337,260,393,217,385,434,292,294
"ENSG00000086848","ENSG00000086848","ALG9",NA,"protein_coding",111652919,111742305,"11",-1,NA,"ALG9",189,263,264,141,243,700,197,192
"ENSG00000086967","ENSG00000086967","MYBPC2",NA,"protein_coding",50936160,50969578,"19",1,NA,"MYBPC2",1,1,0,0,5,0,2,2
"ENSG00000086991","ENSG00000086991","NOX4",NA,"protein_coding",89057524,89322779,"11",-1,NA,"NOX4",28,9,50,19,63,104,33,22
"ENSG00000087008","ENSG00000087008","ACOX3",NA,"protein_coding",8368009,8442450,"4",-1,NA,"ACOX3",354,297,413,203,465,536,246,297
"ENSG00000087053","ENSG00000087053","MTMR2",NA,"protein_coding",95566046,95658479,"11",-1,NA,"MTMR2",678,698,758,453,974,1139,642,689
"ENSG00000087074","ENSG00000087074","PPP1R15A",NA,"protein_coding",49375649,49379314,"19",1,NA,"PPP1R15A",1709,1312,1697,1083,1677,1880,1466,1652
"ENSG00000087076","ENSG00000087076","HSD17B14",NA,"protein_coding",49316274,49339935,"19",-1,NA,"HSD17B14",265,183,413,164,418,264,251,156
"ENSG00000087077","ENSG00000087077","TRIP6",NA,"protein_coding",100464760,100471076,"7",1,NA,"TRIP6",2318,1775,2110,874,2056,2256,1834,1251
"ENSG00000087085","ENSG00000087085","ACHE",NA,"protein_coding",100487615,100494594,"7",-1,NA,"ACHE",5,3,10,2,9,4,7,10
"ENSG00000087086","ENSG00000087086","FTL",NA,"protein_coding",49468558,49470135,"19",1,NA,"FTL",236805,138524,236361,95045,343728,229323,167067,114257
"ENSG00000087087","ENSG00000087087","SRRT",NA,"protein_coding",100472733,100486285,"7",1,NA,"SRRT",1573,1718,1679,1006,1975,2507,1375,1396
"ENSG00000087088","ENSG00000087088","BAX",NA,"protein_coding",49458072,49465055,"19",1,NA,"BAX",2006,1770,1620,844,1520,1784,1229,1083
"ENSG00000087095","ENSG00000087095","NLK",NA,"protein_coding",26368763,26523407,"17",1,NA,"NLK",207,178,255,142,284,281,173,179
"ENSG00000087111","ENSG00000087111","PIGS",NA,"protein_coding",26880401,26898890,"17",-1,NA,"PIGS",931,901,1457,892,1315,1584,941,1120
"ENSG00000087116","ENSG00000087116","ADAMTS2",NA,"protein_coding",178537852,178772431,"5",-1,NA,"ADAMTS2",3189,5340,4182,3452,4015,7319,3255,5448
"ENSG00000087128","ENSG00000087128","TMPRSS11E",NA,"protein_coding",69313167,69363322,"4",1,NA,"TMPRSS11E",0,1,0,0,0,0,0,0
"ENSG00000087152","ENSG00000087152","ATXN7L3",NA,"protein_coding",42269173,42277481,"17",-1,NA,"ATXN7L3",1181,1229,1091,717,1231,1471,979,1044
"ENSG00000087157","ENSG00000087157","PGS1",NA,"protein_coding",76374721,76421195,"17",1,NA,"PGS1",725,703,759,461,701,889,522,656
"ENSG00000087191","ENSG00000087191","PSMC5",NA,"protein_coding",61904512,61909379,"17",1,NA,"PSMC5",1175,1555,1246,986,1231,1829,837,1214
"ENSG00000087206","ENSG00000087206","UIMC1",NA,"protein_coding",176332006,176449634,"5",-1,NA,"UIMC1",468,459,490,250,522,561,368,439
